"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Ilman lämpötila [°C]"
"Oulu Vihreäsaari satama","2025","11","10","02:10","3.3"
"Oulu Vihreäsaari satama","2025","11","10","02:20","3.3"
"Oulu Vihreäsaari satama","2025","11","10","02:30","3.3"
"Oulu Vihreäsaari satama","2025","11","10","02:40","3.3"
"Oulu Vihreäsaari satama","2025","11","10","02:50","3.2"
"Oulu Vihreäsaari satama","2025","11","10","03:00","3.3"
"Oulu Vihreäsaari satama","2025","11","10","03:10","3.3"
"Oulu Vihreäsaari satama","2025","11","10","03:20","3.2"
"Oulu Vihreäsaari satama","2025","11","10","03:30","3.2"
"Oulu Vihreäsaari satama","2025","11","10","03:40","3.1"
"Oulu Vihreäsaari satama","2025","11","10","03:50","3.1"
"Oulu Vihreäsaari satama","2025","11","10","04:00","3.2"
"Oulu Vihreäsaari satama","2025","11","10","04:10","3.2"
"Oulu Vihreäsaari satama","2025","11","10","04:20","3.3"
"Oulu Vihreäsaari satama","2025","11","10","04:30","3.2"
"Oulu Vihreäsaari satama","2025","11","10","04:40","3.2"
"Oulu Vihreäsaari satama","2025","11","10","04:50","3.2"
"Oulu Vihreäsaari satama","2025","11","10","05:00","3.2"
"Oulu Vihreäsaari satama","2025","11","10","05:10","3.3"
"Oulu Vihreäsaari satama","2025","11","10","05:20","3.3"
"Oulu Vihreäsaari satama","2025","11","10","05:30","3.3"
"Oulu Vihreäsaari satama","2025","11","10","05:40","3.4"
"Oulu Vihreäsaari satama","2025","11","10","05:50","3.4"
"Oulu Vihreäsaari satama","2025","11","10","06:00","3.3"
"Oulu Vihreäsaari satama","2025","11","10","06:10","3.3"
"Oulu Vihreäsaari satama","2025","11","10","06:20","3.2"
"Oulu Vihreäsaari satama","2025","11","10","06:30","3.2"
"Oulu Vihreäsaari satama","2025","11","10","06:40","3.2"
"Oulu Vihreäsaari satama","2025","11","10","06:50","3.1"
"Oulu Vihreäsaari satama","2025","11","10","07:00","3.1"
"Oulu Vihreäsaari satama","2025","11","10","07:10","3"
"Oulu Vihreäsaari satama","2025","11","10","07:20","3"
"Oulu Vihreäsaari satama","2025","11","10","07:30","3"
"Oulu Vihreäsaari satama","2025","11","10","07:40","3.1"
"Oulu Vihreäsaari satama","2025","11","10","07:50","3"
"Oulu Vihreäsaari satama","2025","11","10","08:00","3"
"Oulu Vihreäsaari satama","2025","11","10","08:10","3"
"Oulu Vihreäsaari satama","2025","11","10","08:20","2.9"
"Oulu Vihreäsaari satama","2025","11","10","08:30","3"
"Oulu Vihreäsaari satama","2025","11","10","08:40","2.9"
"Oulu Vihreäsaari satama","2025","11","10","08:50","2.9"
"Oulu Vihreäsaari satama","2025","11","10","09:00","2.8"
"Oulu Vihreäsaari satama","2025","11","10","09:10","2.8"
"Oulu Vihreäsaari satama","2025","11","10","09:20","2.8"
"Oulu Vihreäsaari satama","2025","11","10","09:30","2.8"
"Oulu Vihreäsaari satama","2025","11","10","09:40","2.8"
"Oulu Vihreäsaari satama","2025","11","10","09:50","2.8"
"Oulu Vihreäsaari satama","2025","11","10","10:00","2.9"
"Oulu Vihreäsaari satama","2025","11","10","10:10","2.9"
"Oulu Vihreäsaari satama","2025","11","10","10:20","2.9"
"Oulu Vihreäsaari satama","2025","11","10","10:30","2.9"
"Oulu Vihreäsaari satama","2025","11","10","10:40","2.9"
"Oulu Vihreäsaari satama","2025","11","10","10:50","2.9"
"Oulu Vihreäsaari satama","2025","11","10","11:00","2.9"
"Oulu Vihreäsaari satama","2025","11","10","11:10","2.9"
"Oulu Vihreäsaari satama","2025","11","10","11:20","2.9"
"Oulu Vihreäsaari satama","2025","11","10","11:30","2.9"
"Oulu Vihreäsaari satama","2025","11","10","11:40","2.9"
"Oulu Vihreäsaari satama","2025","11","10","11:50","2.9"
"Oulu Vihreäsaari satama","2025","11","10","12:00","3"
"Oulu Vihreäsaari satama","2025","11","10","12:10","3"
"Oulu Vihreäsaari satama","2025","11","10","12:20","2.9"
"Oulu Vihreäsaari satama","2025","11","10","12:30","2.9"
"Oulu Vihreäsaari satama","2025","11","10","12:40","3"
"Oulu Vihreäsaari satama","2025","11","10","12:50","3"
"Oulu Vihreäsaari satama","2025","11","10","13:00","3"
"Oulu Vihreäsaari satama","2025","11","10","13:10","3"
"Oulu Vihreäsaari satama","2025","11","10","13:20","3.1"
"Oulu Vihreäsaari satama","2025","11","10","13:30","3.1"
"Oulu Vihreäsaari satama","2025","11","10","13:40","2.9"
"Oulu Vihreäsaari satama","2025","11","10","13:50","2.9"
"Oulu Vihreäsaari satama","2025","11","10","14:00","2.9"
"Oulu Vihreäsaari satama","2025","11","10","14:10","3.1"
"Oulu Vihreäsaari satama","2025","11","10","14:20","2.9"
"Oulu Vihreäsaari satama","2025","11","10","14:30","2.9"
"Oulu Vihreäsaari satama","2025","11","10","14:40","2.9"
"Oulu Vihreäsaari satama","2025","11","10","14:50","2.8"
"Oulu Vihreäsaari satama","2025","11","10","15:00","2.9"
"Oulu Vihreäsaari satama","2025","11","10","15:10","2.8"
"Oulu Vihreäsaari satama","2025","11","10","15:20","2.7"
"Oulu Vihreäsaari satama","2025","11","10","15:30","2.7"
"Oulu Vihreäsaari satama","2025","11","10","15:40","2.7"
"Oulu Vihreäsaari satama","2025","11","10","15:50","2.7"
"Oulu Vihreäsaari satama","2025","11","10","16:00","2.6"
"Oulu Vihreäsaari satama","2025","11","10","16:10","2.5"
"Oulu Vihreäsaari satama","2025","11","10","16:20","2.5"
"Oulu Vihreäsaari satama","2025","11","10","16:30","2.9"
"Oulu Vihreäsaari satama","2025","11","10","16:40","2.9"
"Oulu Vihreäsaari satama","2025","11","10","16:50","2.9"
"Oulu Vihreäsaari satama","2025","11","10","17:00","2.8"
"Oulu Vihreäsaari satama","2025","11","10","17:10","2.9"
"Oulu Vihreäsaari satama","2025","11","10","17:20","2.8"
"Oulu Vihreäsaari satama","2025","11","10","17:30","2"
"Oulu Vihreäsaari satama","2025","11","10","17:40","2.5"
"Oulu Vihreäsaari satama","2025","11","10","17:50","2.7"
"Oulu Vihreäsaari satama","2025","11","10","18:00","2.6"
"Oulu Vihreäsaari satama","2025","11","10","18:10","1.3"
"Oulu Vihreäsaari satama","2025","11","10","18:20","0.9"
"Oulu Vihreäsaari satama","2025","11","10","18:30","0.8"
"Oulu Vihreäsaari satama","2025","11","10","18:40","0.4"
"Oulu Vihreäsaari satama","2025","11","10","18:50","0.3"
"Oulu Vihreäsaari satama","2025","11","10","19:00","0.1"
"Oulu Vihreäsaari satama","2025","11","10","19:10","0.1"
"Oulu Vihreäsaari satama","2025","11","10","19:20","0"
"Oulu Vihreäsaari satama","2025","11","10","19:30","0"
"Oulu Vihreäsaari satama","2025","11","10","19:40","-0.2"
"Oulu Vihreäsaari satama","2025","11","10","19:50","-0.2"
"Oulu Vihreäsaari satama","2025","11","10","20:00","-0.3"
"Oulu Vihreäsaari satama","2025","11","10","20:10","-0.2"
"Oulu Vihreäsaari satama","2025","11","10","20:20","-0.2"
"Oulu Vihreäsaari satama","2025","11","10","20:30","-0.3"
"Oulu Vihreäsaari satama","2025","11","10","20:40","-0.3"
"Oulu Vihreäsaari satama","2025","11","10","20:50","-0.5"
"Oulu Vihreäsaari satama","2025","11","10","21:00","-0.6"
"Oulu Vihreäsaari satama","2025","11","10","21:10","-0.6"
"Oulu Vihreäsaari satama","2025","11","10","21:20","-0.7"
"Oulu Vihreäsaari satama","2025","11","10","21:30","-0.7"
"Oulu Vihreäsaari satama","2025","11","10","21:40","-0.6"
"Oulu Vihreäsaari satama","2025","11","10","21:50","-0.6"
"Oulu Vihreäsaari satama","2025","11","10","22:00","-0.8"
"Oulu Vihreäsaari satama","2025","11","10","22:10","-1"
"Oulu Vihreäsaari satama","2025","11","10","22:20","-0.9"
"Oulu Vihreäsaari satama","2025","11","10","22:30","-0.7"
"Oulu Vihreäsaari satama","2025","11","10","22:40","-1.2"
"Oulu Vihreäsaari satama","2025","11","10","22:50","-1"
"Oulu Vihreäsaari satama","2025","11","10","23:00","-1.6"
"Oulu Vihreäsaari satama","2025","11","10","23:10","-1.2"
"Oulu Vihreäsaari satama","2025","11","10","23:20","-1.7"
"Oulu Vihreäsaari satama","2025","11","10","23:30","-1.8"
"Oulu Vihreäsaari satama","2025","11","10","23:40","-1.8"
"Oulu Vihreäsaari satama","2025","11","10","23:50","-1.8"
"Oulu Vihreäsaari satama","2025","11","11","00:00","-1.8"
"Oulu Vihreäsaari satama","2025","11","11","00:10","-1.9"
"Oulu Vihreäsaari satama","2025","11","11","00:20","-2.2"
"Oulu Vihreäsaari satama","2025","11","11","00:30","-2.2"
"Oulu Vihreäsaari satama","2025","11","11","00:40","-1.9"
"Oulu Vihreäsaari satama","2025","11","11","00:50","-2"
"Oulu Vihreäsaari satama","2025","11","11","01:00","-2"
"Oulu Vihreäsaari satama","2025","11","11","01:10","-2.3"
"Oulu Vihreäsaari satama","2025","11","11","01:20","-2.2"
"Oulu Vihreäsaari satama","2025","11","11","01:30","-2.5"
"Oulu Vihreäsaari satama","2025","11","11","01:40","-2.3"
"Oulu Vihreäsaari satama","2025","11","11","01:50","-2"
"Oulu Vihreäsaari satama","2025","11","11","02:00","-2"
"Oulu Vihreäsaari satama","2025","11","11","02:10","-2.1"
"Oulu Vihreäsaari satama","2025","11","11","02:20","-2.3"
"Oulu Vihreäsaari satama","2025","11","11","02:30","-2.4"
"Oulu Vihreäsaari satama","2025","11","11","02:40","-2.7"
"Oulu Vihreäsaari satama","2025","11","11","02:50","-2.6"
"Oulu Vihreäsaari satama","2025","11","11","03:00","-2.5"
"Oulu Vihreäsaari satama","2025","11","11","03:10","-2.5"
"Oulu Vihreäsaari satama","2025","11","11","03:20","-2.7"
"Oulu Vihreäsaari satama","2025","11","11","03:30","-2.7"
"Oulu Vihreäsaari satama","2025","11","11","03:40","-2.6"
"Oulu Vihreäsaari satama","2025","11","11","03:50","-2.6"
"Oulu Vihreäsaari satama","2025","11","11","04:00","-2.7"
"Oulu Vihreäsaari satama","2025","11","11","04:10","-2.6"
"Oulu Vihreäsaari satama","2025","11","11","04:20","-3.1"
"Oulu Vihreäsaari satama","2025","11","11","04:30","-3.3"
"Oulu Vihreäsaari satama","2025","11","11","04:40","-3.6"
"Oulu Vihreäsaari satama","2025","11","11","04:50","-3.7"
"Oulu Vihreäsaari satama","2025","11","11","05:00","-3.3"
"Oulu Vihreäsaari satama","2025","11","11","05:10","-3.4"
"Oulu Vihreäsaari satama","2025","11","11","05:20","-3.7"
"Oulu Vihreäsaari satama","2025","11","11","05:30","-3.2"
"Oulu Vihreäsaari satama","2025","11","11","05:40","-3.2"
"Oulu Vihreäsaari satama","2025","11","11","05:50","-3.2"
"Oulu Vihreäsaari satama","2025","11","11","06:00","-3.4"
"Oulu Vihreäsaari satama","2025","11","11","06:10","-3.3"
"Oulu Vihreäsaari satama","2025","11","11","06:20","-3.4"
"Oulu Vihreäsaari satama","2025","11","11","06:30","-3.5"
"Oulu Vihreäsaari satama","2025","11","11","06:40","-3.6"
"Oulu Vihreäsaari satama","2025","11","11","06:50","-3.5"
"Oulu Vihreäsaari satama","2025","11","11","07:00","-3.3"
"Oulu Vihreäsaari satama","2025","11","11","07:10","-3.2"
"Oulu Vihreäsaari satama","2025","11","11","07:20","-3.4"
"Oulu Vihreäsaari satama","2025","11","11","07:30","-3.6"
"Oulu Vihreäsaari satama","2025","11","11","07:40","-3.6"
"Oulu Vihreäsaari satama","2025","11","11","07:50","-3.6"
"Oulu Vihreäsaari satama","2025","11","11","08:00","-3.6"
"Oulu Vihreäsaari satama","2025","11","11","08:10","-4"
"Oulu Vihreäsaari satama","2025","11","11","08:20","-4"
"Oulu Vihreäsaari satama","2025","11","11","08:30","-4"
"Oulu Vihreäsaari satama","2025","11","11","08:40","-4"
"Oulu Vihreäsaari satama","2025","11","11","08:50","-4"
"Oulu Vihreäsaari satama","2025","11","11","09:00","-3.7"
"Oulu Vihreäsaari satama","2025","11","11","09:10","-3.7"
"Oulu Vihreäsaari satama","2025","11","11","09:20","-3.3"
"Oulu Vihreäsaari satama","2025","11","11","09:30","-3.3"
"Oulu Vihreäsaari satama","2025","11","11","09:40","-3.2"
"Oulu Vihreäsaari satama","2025","11","11","09:50","-3.2"
"Oulu Vihreäsaari satama","2025","11","11","10:00","-3.1"
"Oulu Vihreäsaari satama","2025","11","11","10:10","-3.3"
"Oulu Vihreäsaari satama","2025","11","11","10:20","-3.2"
"Oulu Vihreäsaari satama","2025","11","11","10:30","-3.1"
"Oulu Vihreäsaari satama","2025","11","11","10:40","-2.9"
"Oulu Vihreäsaari satama","2025","11","11","10:50","-2.6"
"Oulu Vihreäsaari satama","2025","11","11","11:00","-2.3"
"Oulu Vihreäsaari satama","2025","11","11","11:10","-2.4"
"Oulu Vihreäsaari satama","2025","11","11","11:20","-2.4"
"Oulu Vihreäsaari satama","2025","11","11","11:30","-2.3"
"Oulu Vihreäsaari satama","2025","11","11","11:40","-2.1"
"Oulu Vihreäsaari satama","2025","11","11","11:50","-2.1"
"Oulu Vihreäsaari satama","2025","11","11","12:00","-2.1"
"Oulu Vihreäsaari satama","2025","11","11","12:10","-2"
"Oulu Vihreäsaari satama","2025","11","11","12:20","-2"
"Oulu Vihreäsaari satama","2025","11","11","12:30","-1.8"
"Oulu Vihreäsaari satama","2025","11","11","12:40","-1.7"
"Oulu Vihreäsaari satama","2025","11","11","12:50","-1.7"
"Oulu Vihreäsaari satama","2025","11","11","13:00","-1.6"
"Oulu Vihreäsaari satama","2025","11","11","13:10","-1.5"
"Oulu Vihreäsaari satama","2025","11","11","13:20","-1.6"
"Oulu Vihreäsaari satama","2025","11","11","13:30","-1.6"
"Oulu Vihreäsaari satama","2025","11","11","13:40","-1.6"
"Oulu Vihreäsaari satama","2025","11","11","13:50","-1.6"
"Oulu Vihreäsaari satama","2025","11","11","14:00","-1.6"
"Oulu Vihreäsaari satama","2025","11","11","14:10","-1.7"
"Oulu Vihreäsaari satama","2025","11","11","14:20","-1.7"
"Oulu Vihreäsaari satama","2025","11","11","14:30","-1.6"
"Oulu Vihreäsaari satama","2025","11","11","14:40","-1.7"
"Oulu Vihreäsaari satama","2025","11","11","14:50","-1.8"
"Oulu Vihreäsaari satama","2025","11","11","15:00","-1.6"
"Oulu Vihreäsaari satama","2025","11","11","15:10","-1.7"
"Oulu Vihreäsaari satama","2025","11","11","15:20","-1.6"
"Oulu Vihreäsaari satama","2025","11","11","15:30","-1.6"
"Oulu Vihreäsaari satama","2025","11","11","15:40","-1.8"
"Oulu Vihreäsaari satama","2025","11","11","15:50","-1.6"
"Oulu Vihreäsaari satama","2025","11","11","16:00","-1.8"
"Oulu Vihreäsaari satama","2025","11","11","16:10","-1.6"
"Oulu Vihreäsaari satama","2025","11","11","16:20","-1.4"
"Oulu Vihreäsaari satama","2025","11","11","16:30","-1.4"
"Oulu Vihreäsaari satama","2025","11","11","16:40","-1.4"
"Oulu Vihreäsaari satama","2025","11","11","16:50","-1.4"
"Oulu Vihreäsaari satama","2025","11","11","17:00","-1.4"
"Oulu Vihreäsaari satama","2025","11","11","17:10","-1.4"
"Oulu Vihreäsaari satama","2025","11","11","17:20","-1.5"
"Oulu Vihreäsaari satama","2025","11","11","17:30","-1.3"
"Oulu Vihreäsaari satama","2025","11","11","17:40","-1.5"
"Oulu Vihreäsaari satama","2025","11","11","17:50","-1.4"
"Oulu Vihreäsaari satama","2025","11","11","18:00","-1.3"
"Oulu Vihreäsaari satama","2025","11","11","18:10","-1.3"
"Oulu Vihreäsaari satama","2025","11","11","18:20","-1.3"
"Oulu Vihreäsaari satama","2025","11","11","18:30","-1.4"
"Oulu Vihreäsaari satama","2025","11","11","18:40","-1.4"
"Oulu Vihreäsaari satama","2025","11","11","18:50","-1.3"
"Oulu Vihreäsaari satama","2025","11","11","19:00","-1.4"
"Oulu Vihreäsaari satama","2025","11","11","19:10","-1.3"
"Oulu Vihreäsaari satama","2025","11","11","19:20","-1.4"
"Oulu Vihreäsaari satama","2025","11","11","19:30","-1.3"
"Oulu Vihreäsaari satama","2025","11","11","19:40","-1.2"
"Oulu Vihreäsaari satama","2025","11","11","19:50","-1.2"
"Oulu Vihreäsaari satama","2025","11","11","20:00","-1.1"
"Oulu Vihreäsaari satama","2025","11","11","20:10","-1.1"
"Oulu Vihreäsaari satama","2025","11","11","20:20","-1.3"
"Oulu Vihreäsaari satama","2025","11","11","20:30","-1.3"
"Oulu Vihreäsaari satama","2025","11","11","20:40","-1.3"
"Oulu Vihreäsaari satama","2025","11","11","20:50","-1.3"
"Oulu Vihreäsaari satama","2025","11","11","21:00","-1.3"
"Oulu Vihreäsaari satama","2025","11","11","21:10","-1.3"
"Oulu Vihreäsaari satama","2025","11","11","21:20","-1.3"
"Oulu Vihreäsaari satama","2025","11","11","21:30","-1.2"
"Oulu Vihreäsaari satama","2025","11","11","21:40","-1"
"Oulu Vihreäsaari satama","2025","11","11","21:50","-1.1"
"Oulu Vihreäsaari satama","2025","11","11","22:00","-1"
"Oulu Vihreäsaari satama","2025","11","11","22:10","-0.9"
"Oulu Vihreäsaari satama","2025","11","11","22:20","-0.9"
"Oulu Vihreäsaari satama","2025","11","11","22:30","-0.8"
"Oulu Vihreäsaari satama","2025","11","11","22:40","-0.6"
"Oulu Vihreäsaari satama","2025","11","11","22:50","-0.5"
"Oulu Vihreäsaari satama","2025","11","11","23:00","-0.5"
"Oulu Vihreäsaari satama","2025","11","11","23:10","-0.2"
"Oulu Vihreäsaari satama","2025","11","11","23:20","0"
"Oulu Vihreäsaari satama","2025","11","11","23:30","0"
"Oulu Vihreäsaari satama","2025","11","11","23:40","0.1"
"Oulu Vihreäsaari satama","2025","11","11","23:50","0.3"
"Oulu Vihreäsaari satama","2025","11","12","00:00","0.2"
"Oulu Vihreäsaari satama","2025","11","12","00:10","0.4"
"Oulu Vihreäsaari satama","2025","11","12","00:20","0.5"
"Oulu Vihreäsaari satama","2025","11","12","00:30","0.6"
"Oulu Vihreäsaari satama","2025","11","12","00:40","0.6"
"Oulu Vihreäsaari satama","2025","11","12","00:50","0.7"
"Oulu Vihreäsaari satama","2025","11","12","01:00","0.8"
"Oulu Vihreäsaari satama","2025","11","12","01:10","0.9"
"Oulu Vihreäsaari satama","2025","11","12","01:20","1"
"Oulu Vihreäsaari satama","2025","11","12","01:30","1"
"Oulu Vihreäsaari satama","2025","11","12","01:40","1.1"
"Oulu Vihreäsaari satama","2025","11","12","01:50","1.2"
"Oulu Vihreäsaari satama","2025","11","12","02:00","1.2"
"Oulu Vihreäsaari satama","2025","11","12","02:10","1.2"
"Oulu Vihreäsaari satama","2025","11","12","02:20","1.4"
"Oulu Vihreäsaari satama","2025","11","12","02:30","1.6"
"Oulu Vihreäsaari satama","2025","11","12","02:40","1.6"
"Oulu Vihreäsaari satama","2025","11","12","02:50","1.6"
"Oulu Vihreäsaari satama","2025","11","12","03:00","1.6"
"Oulu Vihreäsaari satama","2025","11","12","03:10","1.8"
"Oulu Vihreäsaari satama","2025","11","12","03:20","1.8"
"Oulu Vihreäsaari satama","2025","11","12","03:30","1.9"
"Oulu Vihreäsaari satama","2025","11","12","03:40","1.9"
"Oulu Vihreäsaari satama","2025","11","12","03:50","1.9"
"Oulu Vihreäsaari satama","2025","11","12","04:00","2"
"Oulu Vihreäsaari satama","2025","11","12","04:10","2"
"Oulu Vihreäsaari satama","2025","11","12","04:20","2"
"Oulu Vihreäsaari satama","2025","11","12","04:30","1.9"
"Oulu Vihreäsaari satama","2025","11","12","04:40","2"
"Oulu Vihreäsaari satama","2025","11","12","04:50","2.1"
"Oulu Vihreäsaari satama","2025","11","12","05:00","2.1"
"Oulu Vihreäsaari satama","2025","11","12","05:10","2.1"
"Oulu Vihreäsaari satama","2025","11","12","05:20","2.3"
"Oulu Vihreäsaari satama","2025","11","12","05:30","2.2"
"Oulu Vihreäsaari satama","2025","11","12","05:40","2.4"
"Oulu Vihreäsaari satama","2025","11","12","05:50","2.4"
"Oulu Vihreäsaari satama","2025","11","12","06:00","2.5"
"Oulu Vihreäsaari satama","2025","11","12","06:10","2.6"
"Oulu Vihreäsaari satama","2025","11","12","06:20","2.6"
"Oulu Vihreäsaari satama","2025","11","12","06:30","2.5"
"Oulu Vihreäsaari satama","2025","11","12","06:40","2.4"
"Oulu Vihreäsaari satama","2025","11","12","06:50","2.5"
"Oulu Vihreäsaari satama","2025","11","12","07:00","2.5"
"Oulu Vihreäsaari satama","2025","11","12","07:10","2.5"
"Oulu Vihreäsaari satama","2025","11","12","07:20","2.7"
"Oulu Vihreäsaari satama","2025","11","12","07:30","2.7"
"Oulu Vihreäsaari satama","2025","11","12","07:40","2.8"
"Oulu Vihreäsaari satama","2025","11","12","07:50","2.9"
"Oulu Vihreäsaari satama","2025","11","12","08:00","2.9"
"Oulu Vihreäsaari satama","2025","11","12","08:10","3"
"Oulu Vihreäsaari satama","2025","11","12","08:20","3.4"
"Oulu Vihreäsaari satama","2025","11","12","08:30","3.6"
"Oulu Vihreäsaari satama","2025","11","12","08:40","3.7"
"Oulu Vihreäsaari satama","2025","11","12","08:50","3.9"
"Oulu Vihreäsaari satama","2025","11","12","09:00","3.9"
"Oulu Vihreäsaari satama","2025","11","12","09:10","4"
"Oulu Vihreäsaari satama","2025","11","12","09:20","4"
"Oulu Vihreäsaari satama","2025","11","12","09:30","4.2"
"Oulu Vihreäsaari satama","2025","11","12","09:40","4.2"
"Oulu Vihreäsaari satama","2025","11","12","09:50","4.2"
"Oulu Vihreäsaari satama","2025","11","12","10:00","4.3"
"Oulu Vihreäsaari satama","2025","11","12","10:10","4.2"
"Oulu Vihreäsaari satama","2025","11","12","10:20","4.2"
"Oulu Vihreäsaari satama","2025","11","12","10:30","4.4"
"Oulu Vihreäsaari satama","2025","11","12","10:40","4.4"
"Oulu Vihreäsaari satama","2025","11","12","10:50","4.5"
"Oulu Vihreäsaari satama","2025","11","12","11:00","4.5"
"Oulu Vihreäsaari satama","2025","11","12","11:10","4.6"
"Oulu Vihreäsaari satama","2025","11","12","11:20","4.6"
"Oulu Vihreäsaari satama","2025","11","12","11:30","4.7"
"Oulu Vihreäsaari satama","2025","11","12","11:40","4.8"
"Oulu Vihreäsaari satama","2025","11","12","11:50","4.9"
"Oulu Vihreäsaari satama","2025","11","12","12:00","4.9"
"Oulu Vihreäsaari satama","2025","11","12","12:10","5"
"Oulu Vihreäsaari satama","2025","11","12","12:20","5.1"
"Oulu Vihreäsaari satama","2025","11","12","12:30","5.2"
"Oulu Vihreäsaari satama","2025","11","12","12:40","5.2"
"Oulu Vihreäsaari satama","2025","11","12","12:50","5.4"
"Oulu Vihreäsaari satama","2025","11","12","13:00","5.3"
"Oulu Vihreäsaari satama","2025","11","12","13:10","5.4"
"Oulu Vihreäsaari satama","2025","11","12","13:20","5.4"
"Oulu Vihreäsaari satama","2025","11","12","13:30","5.1"
"Oulu Vihreäsaari satama","2025","11","12","13:40","5.1"
"Oulu Vihreäsaari satama","2025","11","12","13:50","5.1"
"Oulu Vihreäsaari satama","2025","11","12","14:00","5.1"
"Oulu Vihreäsaari satama","2025","11","12","14:10","5"
"Oulu Vihreäsaari satama","2025","11","12","14:20","5"
"Oulu Vihreäsaari satama","2025","11","12","14:30","5"
"Oulu Vihreäsaari satama","2025","11","12","14:40","5.1"
"Oulu Vihreäsaari satama","2025","11","12","14:50","5"
"Oulu Vihreäsaari satama","2025","11","12","15:00","5"
"Oulu Vihreäsaari satama","2025","11","12","15:10","5.1"
"Oulu Vihreäsaari satama","2025","11","12","15:20","5"
"Oulu Vihreäsaari satama","2025","11","12","15:30","5"
"Oulu Vihreäsaari satama","2025","11","12","15:40","5"
"Oulu Vihreäsaari satama","2025","11","12","15:50","4.8"
"Oulu Vihreäsaari satama","2025","11","12","16:00","4.9"
"Oulu Vihreäsaari satama","2025","11","12","16:10","4.9"
"Oulu Vihreäsaari satama","2025","11","12","16:20","4.8"
"Oulu Vihreäsaari satama","2025","11","12","16:30","4.9"
"Oulu Vihreäsaari satama","2025","11","12","16:40","4.8"
"Oulu Vihreäsaari satama","2025","11","12","16:50","4.9"
"Oulu Vihreäsaari satama","2025","11","12","17:00","5"
"Oulu Vihreäsaari satama","2025","11","12","17:10","5.1"
"Oulu Vihreäsaari satama","2025","11","12","17:20","5"
"Oulu Vihreäsaari satama","2025","11","12","17:30","4.9"
"Oulu Vihreäsaari satama","2025","11","12","17:40","4.9"
"Oulu Vihreäsaari satama","2025","11","12","17:50","5"
"Oulu Vihreäsaari satama","2025","11","12","18:00","5.1"
"Oulu Vihreäsaari satama","2025","11","12","18:10","5.1"
"Oulu Vihreäsaari satama","2025","11","12","18:20","5.1"
"Oulu Vihreäsaari satama","2025","11","12","18:30","5.1"
"Oulu Vihreäsaari satama","2025","11","12","18:40","5.2"
"Oulu Vihreäsaari satama","2025","11","12","18:50","5.2"
"Oulu Vihreäsaari satama","2025","11","12","19:00","5.2"
"Oulu Vihreäsaari satama","2025","11","12","19:10","5.3"
"Oulu Vihreäsaari satama","2025","11","12","19:20","5.2"
"Oulu Vihreäsaari satama","2025","11","12","19:30","5.2"
"Oulu Vihreäsaari satama","2025","11","12","19:40","5.2"
"Oulu Vihreäsaari satama","2025","11","12","19:50","5.2"
"Oulu Vihreäsaari satama","2025","11","12","20:00","5.2"
"Oulu Vihreäsaari satama","2025","11","12","20:10","5.2"
"Oulu Vihreäsaari satama","2025","11","12","20:20","5.2"
"Oulu Vihreäsaari satama","2025","11","12","20:30","5.2"
"Oulu Vihreäsaari satama","2025","11","12","20:40","5.2"
"Oulu Vihreäsaari satama","2025","11","12","20:50","5.3"
"Oulu Vihreäsaari satama","2025","11","12","21:00","5.2"
"Oulu Vihreäsaari satama","2025","11","12","21:10","5.2"
"Oulu Vihreäsaari satama","2025","11","12","21:20","5.4"
"Oulu Vihreäsaari satama","2025","11","12","21:30","5.3"
"Oulu Vihreäsaari satama","2025","11","12","21:40","5.4"
"Oulu Vihreäsaari satama","2025","11","12","21:50","5.5"
"Oulu Vihreäsaari satama","2025","11","12","22:00","5.5"
"Oulu Vihreäsaari satama","2025","11","12","22:10","5.5"
"Oulu Vihreäsaari satama","2025","11","12","22:20","5.5"
"Oulu Vihreäsaari satama","2025","11","12","22:30","5.6"
"Oulu Vihreäsaari satama","2025","11","12","22:40","5.7"
"Oulu Vihreäsaari satama","2025","11","12","22:50","5.7"
"Oulu Vihreäsaari satama","2025","11","12","23:00","5.8"
"Oulu Vihreäsaari satama","2025","11","12","23:10","5.8"
"Oulu Vihreäsaari satama","2025","11","12","23:20","6"
"Oulu Vihreäsaari satama","2025","11","12","23:30","6"
"Oulu Vihreäsaari satama","2025","11","12","23:40","6"
"Oulu Vihreäsaari satama","2025","11","12","23:50","6"
"Oulu Vihreäsaari satama","2025","11","13","00:00","6"
"Oulu Vihreäsaari satama","2025","11","13","00:10","6"
"Oulu Vihreäsaari satama","2025","11","13","00:20","6.2"
"Oulu Vihreäsaari satama","2025","11","13","00:30","6.1"
"Oulu Vihreäsaari satama","2025","11","13","00:40","6.1"
"Oulu Vihreäsaari satama","2025","11","13","00:50","6.2"
"Oulu Vihreäsaari satama","2025","11","13","01:00","6.4"
"Oulu Vihreäsaari satama","2025","11","13","01:10","6.4"
"Oulu Vihreäsaari satama","2025","11","13","01:20","6.3"
"Oulu Vihreäsaari satama","2025","11","13","01:30","6.4"
"Oulu Vihreäsaari satama","2025","11","13","01:40","6.5"
"Oulu Vihreäsaari satama","2025","11","13","01:50","6.8"
"Oulu Vihreäsaari satama","2025","11","13","02:00","6.6"
"Oulu Vihreäsaari satama","2025","11","13","02:10","6.8"
"Oulu Vihreäsaari satama","2025","11","13","02:20","6.7"
